Napoli;22;10;7;1
Inter;21;10;7;0
Milan;21;10;6;3
Roma;21;10;7;0
Bologna;18;10;5;3
Juventus;18;10;5;3
Como;17;10;4;5
Lazio;15;10;4;3
Udinese;15;10;4;3
Cremonese;14;10;3;5
Atalanta;3;10;2;7
Sassuolo;13;10;4;1
Torino;13;10;3;4
Cagliari;9;10;2;3
Lecce;9;10;2;3
Parma;7;10;1;4
Pisa;6;10;0;6
Genoa;6;10;1;3
Hellas Verona;5;10;0;0
Fiorentina;4;10;0;4
